sku,graceSku,family,capacityMl,glass,neck,fitment,finish,builderVisible,completeness,slots,flags,visualApproval
"GBCyl50AnSpTslMtSl","GB-CYL-CLR-50ML-AST-MSLV","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl50AnSpTslGl","GB-CYL-CLR-50ML-AST-GLD","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBCyl50LtnClOvrCap","LB-CYL-CLR-50ML-LPM-COCP","Cylinder","50","Clear","18-415","Lotion Pump","Clear Overcap","true","full","diptube | body | pump","","pending_exact_source_and_render_review"
"GBCylSwrl9SpryBlk","GB-CYL-BLK-9ML-SPR-BLK","Cylinder","9","Swirl","17-415","Fine Mist Sprayer","Black","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"LBCylSwrl9LtnBlk","LB-CYL-BLK-9ML-LPM-BLK","Cylinder","9","Swirl","17-415","Lotion Pump","Black","true","full","body | pump | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"PbClear8ozFlpWh","PB-CYL-227ML-WFLP","Cylinder","227","Clear","","N/A","White","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"PbClear4ozFlpWh","PB-CYL-CLR-118ML-WFLP","Cylinder","114","Clear","","N/A","White","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCylBlu5BlkShSht","GB-CYL-BLU-5ML-CAP-SBLK","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Shiny Black","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"PbNat16ozFlpWh","PB-CYL-454ML-WFLP","Cylinder","454","Clear","","N/A","White","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBcyl25SpryShnBlk","GB-CYL-CLR-25ML-SPR-SBLK","Cylinder","25","Clear","18-415","Fine Mist Sprayer","Shiny Black","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCyl5WhtSht","GB-CYL-WHT-5ML-WHT-S","Cylinder","5","Clear","13-415","Cap/Closure","Short Ribbed White","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCylSwrl9MtlRollWht","GB-CYL-WHT-9ML-MRL-WHT","Cylinder","9","Swirl","17-415","Plastic Roller Ball","White","true","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9RollWht","GB-CYL-WHT-9ML-ROL-WHT","Cylinder","9","Swirl","17-415","Plastic Roller Ball","White","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBTallCyl9WhtSht","GB-CYL-WHT-9ML-WHT-S","Cylinder","9","Clear","13-415","","Short Ribbed White","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCylBlu5CuSht","GB-CYL-BLU-5ML-MCPR-S","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Matte Copper","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCylBlu5GlMattSht","GB-CYL-BLU-5ML-MGLD-S","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Matte Gold","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCylBlu5SlMattSht","GB-CYL-BLU-5ML-MSLV-S","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Matte Silver","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCylBlu5GlSht","GB-CYL-BLU-5ML-SGLD-S","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Shiny Gold","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCylBlu5SlSht","GB-CYL-BLU-5ML-SSLV-S","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Shiny Silver","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCyl5CuSht","GB-CYL-CLR-5ML-MCPR-S","Cylinder","5","Clear","13-415","Cap/Closure","Short Matte Copper","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCyl5GlMattSht","GB-CYL-CLR-5ML-MGLD-S","Cylinder","5","Clear","13-415","Cap/Closure","Short Matte Gold","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCyl5SlMattSht","GB-CYL-CLR-5ML-MSLV-S","Cylinder","5","Clear","13-415","Cap/Closure","Short Matte Silver","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCyl5BlkShSht","GB-CYL-CLR-5ML-SBLK-S","Cylinder","5","Clear","13-415","Cap/Closure","Short Shiny Black","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCyl5GlSht","GB-CYL-CLR-5ML-SGLD-S","Cylinder","5","Clear","13-415","Cap/Closure","Short Shiny Gold","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCyl5SlSht","GB-CYL-CLR-5ML-SSLV-S","Cylinder","5","Clear","13-415","Cap/Closure","Short Shiny Silver","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9CuSht","GB-CYL-FRS-9ML-MCPR-S","Cylinder","9","Frosted","13-415","","Matte Copper","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9GlMattSht","GB-CYL-FRS-9ML-MGLD-S","Cylinder","9","Frosted","13-415","","Matte Gold","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9SlMattSht","GB-CYL-FRS-9ML-MSLV-S","Cylinder","9","Frosted","13-415","","Matte Silver","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9BlkShSht","GB-CYL-FRS-9ML-SBLK-S","Cylinder","9","Frosted","13-415","","Shiny Black","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9GlSht","GB-CYL-FRS-9ML-SGLD-S","Cylinder","9","Frosted","13-415","","Shiny Gold","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCylFrst9SlSht","GB-CYL-FRS-9ML-SSLV-S","Cylinder","9","Frosted","13-415","","Shiny Silver","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9CuSht","GB-CYL-CLR-9ML-MCPR-S","Cylinder","9","Clear","13-415","","Matte Copper","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9SlMattSht","GB-CYL-CLR-9ML-MSLV-S","Cylinder","9","Clear","13-415","","Matte Silver","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9BlkShSht","GB-CYL-CLR-9ML-SBLK-S","Cylinder","9","Clear","13-415","","Shiny Black","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9GlSht","GB-CYL-CLR-9ML-SGLD-S","Cylinder","9","Clear","13-415","","Shiny Gold","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9SlSht","GB-CYL-CLR-9ML-SSLV-S","Cylinder","9","Clear","13-415","","Shiny Silver","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBTallCyl9GlMattSht","GB-CYL-CLR-9ML-MGLD-S","Cylinder","9","Clear","13-415","","Matte Gold","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCyl25AnSpBlk","GBCyl25AnSpBlk","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Black / Shiny Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl25AnSpGl","GBCyl25AnSpGl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Gold / Shiny Gold Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl25AnSpTslIvySl","GBCyl25AnSpTslIvySl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory / Shiny Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl25AnSpTslMtSl","GBCyl25AnSpTslMtSl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver / Matte Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl25AnSpTslRed","GBCyl25AnSpTslRed","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red / Shiny Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl25AnSpTslWht","GBCyl25AnSpTslWht","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","White / Shiny Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCyl25DrpCu","GBCyl25DrpCu","Cylinder","25","Clear","18-415","Dropper","Matte Copper","true","full","body | pipette","","pending_exact_source_and_render_review"
"GBCyl25DrpGl","GBCyl25DrpGl","Cylinder","25","Clear","18-415","Dropper","Shiny Gold","true","full","body | pipette","","pending_exact_source_and_render_review"
"GBCyl25DrpSl","GBCyl25DrpSl","Cylinder","25","Clear","18-415","Dropper","Shiny Silver","true","full","body | pipette","","pending_exact_source_and_render_review"
"GBCyl25RdcrIvyLthr","GBCyl25RdcrIvyLthr","Cylinder","25","Clear","18-415","Reducer","Ivory Faux Leather","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCyl25RdcrShnGl","GBCyl25RdcrShnGl","Cylinder","25","Clear","18-415","Reducer","Shiny Gold","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25AnSpIvyGl","GBcyl25AnSpIvyGl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Ivory / Shiny Gold Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpIvySl","GBcyl25AnSpIvySl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Ivory / Shiny Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpLvn","GBcyl25AnSpLvn","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Lavender / Shiny Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpMtSl","GBcyl25AnSpMtSl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Matte Silver / Matte Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpPnk","GBcyl25AnSpPnk","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Pink / Shiny Gold Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpRed","GBcyl25AnSpRed","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Red / Shiny Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpTslBlk","GBcyl25AnSpTslBlk","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black / Shiny Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpTslGl","GBcyl25AnSpTslGl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold / Shiny Gold Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpTslIvyGl","GBcyl25AnSpTslIvyGl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory / Shiny Gold Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpTslLvn","GBcyl25AnSpTslLvn","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender / Shiny Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpTslPnk","GBcyl25AnSpTslPnk","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink / Shiny Gold Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25AnSpWht","GBcyl25AnSpWht","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","White / Shiny Silver Collar","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBcyl25RdcrBlkLthr","GBcyl25RdcrBlkLthr","Cylinder","25","Clear","18-415","Reducer","Black Faux Leather","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25RdcrBrwnLthr","GBcyl25RdcrBrwnLthr","Cylinder","25","Clear","18-415","Reducer","Brown Faux Leather","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25RdcrLBrwnLthr","GBcyl25RdcrLBrwnLthr","Cylinder","25","Clear","18-415","Reducer","Light Brown Faux Leather","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25RdcrMtSl","GBcyl25RdcrMtSl","Cylinder","25","Clear","18-415","Reducer","Matte Silver","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25RdcrMtSlTall","GBcyl25RdcrMtSlTall","Cylinder","25","Clear","18-415","Reducer","Tall Matte Silver","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25RdcrPnkLthr","GBcyl25RdcrPnkLthr","Cylinder","25","Clear","18-415","Reducer","Pink Faux Leather","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25RdcrShnBlk","GBcyl25RdcrShnBlk","Cylinder","25","Clear","18-415","Reducer","Shiny Black","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25RdcrShnBlkTall","GBcyl25RdcrShnBlkTall","Cylinder","25","Clear","18-415","Reducer","Tall Shiny Black","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25RdcrShnSl","GBcyl25RdcrShnSl","Cylinder","25","Clear","18-415","Reducer","Shiny Silver","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25RdcrWht","GBcyl25RdcrWht","Cylinder","25","Clear","18-415","Reducer","White","true","capSplit","body | fitment","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBcyl25SpryCu","GBcyl25SpryCu","Cylinder","25","Clear","18-415","Fine Mist Sprayer","Matte Copper","true","full","diptube | body | sprayer | overcap","","pending_exact_source_and_render_review"
"GBcyl25SpryMtGl","GBcyl25SpryMtGl","Cylinder","25","Clear","18-415","Fine Mist Sprayer","Matte Gold","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBcyl25SpryShnGl","GBcyl25SpryShnGl","Cylinder","25","Clear","18-415","Fine Mist Sprayer","Shiny Gold","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBcyl25SpryShnSl","GBcyl25SpryShnSl","Cylinder","25","Clear","18-415","Fine Mist Sprayer","Shiny Silver","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBEmp50AnSpTslRed","GB-EMP-CLR-50ML-AST-RED","Empire","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","true","full","body | sprayer | diptube","","pending_exact_source_and_render_review"
"GBEmp50AnSpTslWht","GB-EMP-CLR-50ML-AST-WHT","Empire","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","true","full","body | sprayer | diptube","","pending_exact_source_and_render_review"
"GBEmp50AnSpTslMtSl","GB-EMP-CLR-50ML-AST-MSLV","Empire","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","true","full","body | sprayer | diptube","","pending_exact_source_and_render_review"
"LBEmp100LtnClOvrCap","LB-EMP-CLR-100ML-LPM-COCP","Empire","100","Clear","18-415","Lotion Pump","Clear Overcap","true","full","body | diptube | pump","","pending_exact_source_and_render_review"
"GBEmp50SpryMtSl","GB-EMP-CLR-50ML-SPR-MSLV","Empire","50","Clear","18-415","Perfume Spray Pump","Matte Silver","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBEmp50SpryShnSl","GB-EMP-CLR-50ML-SPR-SSLV","Empire","50","Clear","18-415","Perfume Spray Pump","Shiny Silver","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBEmp50SpryShnGl","GB-EMP-CLR-50ML-SPR-SGLD","Empire","50","Clear","18-415","Perfume Spray Pump","Shiny Gold","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBEmp50SpryShnBlk","GB-EMP-CLR-50ML-SPR-SBLK","Empire","50","Clear","18-415","Perfume Spray Pump","Shiny Black","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBEmp50SpryMtGl","GB-EMP-CLR-50ML-SPR-MGLD","Empire","50","Clear","18-415","Perfume Spray Pump","Matte Gold","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBEmp100RdcrShnGl","GB-EMP-CLR-100ML-RDC-SGLD","Empire","100","Clear","18-415","Reducer","Shiny Gold","true","full","body | cap","","pending_exact_source_and_render_review"
"GBEmp100RdcrShnBlkTall","GB-EMP-CLR-100ML-RDC-SBLK-T","Empire","100","Clear","18-415","Reducer","Shiny Black","true","full","body | cap","","pending_exact_source_and_render_review"
"GBEmp50SpryCu","GB-EMP-CLR-50ML-SPR-CPR","Empire","50","Clear","18-415","Perfume Spray Pump","Copper","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBEmp100RdcrBrwnLthr","GB-EMP-CLR-100ML-RDC-BRLT","Empire","100","Clear","18-415","Reducer","Brown Leather","true","full","body | cap","","pending_exact_source_and_render_review"
